,id,text,Unnamed: 2,amir,charles,moindze,sent_id,question_id,label
197,663,"En démocratie, le peuple souverain élit les représentants, compétents ou incompétents, qu’il mérite du fait de sa propre compétence ou incompétence.",45,,,,1,UHJvcG9zYWw6YjRjOGRmMGYtMWUyMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
198,665,"Nous remarquons souvent des doublons dans les services, et dans 90% des cas le personnel répondant au téléphone est incompétent ou absent, et bien souvent est incapable de répondre avec précision ceci quand il ne vous raccroche pas la ligne au nez.",1023,,,,1,UHJvcG9zYWw6MTc2Zjc5ODQtMWUyZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
199,666,"Diminuez le nombre de parlementaires, supprimez leurs privilèges, stoppez leurs inactions et leurs engraissements corrompus et le peuple vous suivra.",1255,,,,5,UHJvcG9zYWw6MGRmNGI5MGItMWUzMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
200,667,"Les commissions indépendantes sont trop nombreuses et surtout le salaires de ces commissionnaires sont trop élevés, on justifie le salaire exorbitant de ces personnes en mettant en avant le fait que si le salaire est haut alors on à moins de chance qu'ils soit corrompue, soyons sérieux être un haut fonctionnaire ou une directrice d'une de ces commissions devrait être une vocation et un honneur !",2401,,,,1,UHJvcG9zYWw6NThiNGNhMGEtMWUzZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
201,672,Contrôle strict des marchés publics avec sanction d'inéligibilité à vie pour les corrompus en plus de la peine de prison effective et du remboursement avec amende de toutes les sommes volées aux contribuables Français.,5604,,,,7,UHJvcG9zYWw6NDllYTIwNGMtMWU1Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
202,679,"A l'heure actuelle, le citoyen honnête doit 'payer de sa poche', de son temps et de son énergie et aller en justice pour faire valoir son droit face à des élus corrompus.",8877,,,,7,UHJvcG9zYWw6MDgwYWRhNGEtMWU3YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
203,680,"Pour évoluer il faudrait déjà interdire le lobbyisme et le copinage, l'état est une institution qui doit être impartiale, et qui doit privilégier le sécurité de ses citoyens plutôt que favoriser les entreprises.",9072,,,,1,UHJvcG9zYWw6ZWE0NmY0NzYtMWU3Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
204,686,"Plus de contrôles sur les projets régionaux soumettre à Référendum, arrêter le copinage et le recasage.",11558,,,,1,UHJvcG9zYWw6OTY1ZTAwNjItMWViYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
205,693,La liste est longue des sujets sur lesquels les élus donnent des leçons alors qu’ils sont eux-mêmes corrompus et jamais condamnés.,13381,,,,10,UHJvcG9zYWw6OWVmNzM1OWMtMWVmNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
206,700,"chez moi une trésorerie neuve avec beaucoup de personnels , incompétent , quand on est sur place pour régler un probleme , la responsable trouve pas mieux de m'encourager un écrire pour régler mon probleme !!",16186,,,,0,UHJvcG9zYWw6NjY4YjI1ODgtMWYxNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
207,702,"La décentralisation OUI, mais le cumul d'incompétents, NON",16806,,,,1,UHJvcG9zYWw6NGI4YjcyNTEtMWYxYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
208,703,"Ceux-ci profitent d'un système corrompu jusqu'à la moelle, et profitent de cette manne financière qui les protège au-delà de l'imaginable.",16845,,,,1,UHJvcG9zYWw6YjRhZmVjZGQtMWYxYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
209,707,"-stop aux postes bien rémunérés donnés par copinage, pistonnage et emplois fictifs.",18656,,,,28,UHJvcG9zYWw6MDY2NGJkZDYtMWYyYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
210,714,"Multiplicité d interlocuteurs majoritairement incompétents renvoyant ""la balle"" aux collègues ce qui contribue à la complexité de chaque démarche.",21201,,,,0,UHJvcG9zYWw6Y2M3YzE0YjAtMWY0Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
211,721,"trop de centre décisionnels diffus, trop de copinage, des intérêts privés qui se croisent pour au final produire des potentats locaux, véritable seigneur sur leur territoire.",23245,,,,3,UHJvcG9zYWw6NTg3YzhiNWItMWZhZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
212,728,"Réduire d'un tiers les structures administratives et le nombre d'élus et de pouvoirs locaux diminuera d'un tiers les risques de corruption, de copinages, le clientélisme,  les abus d'argent public etc.",26041,,,,3,UHJvcG9zYWw6MmEyY2E1MjAtMWZkNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
213,731,Je propose tout d'abord non pas de réduire le nombre de fonctionnaires (dont je fais d'ailleurs partie mais dans le secteur de la recherche scientifique) mais surtout d'être un peu plus rigoureux et de virer les gens incompétents ou trop fainéants pour faire leur travail correctement !!!,26744,,,,2,UHJvcG9zYWw6Y2ZmN2RiMmUtMWZkYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
214,735,Favoritisme et copinage non-empêchés.,28535,,,,1,UHJvcG9zYWw6M2E1N2EwZjctMWZmMS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
215,738,Il n'est pas corrompu.,32354,,,,1,UHJvcG9zYWw6YjIxN2NiY2EtMjAyYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
216,739,"Dissoudre des organismes incompétents comme l'ANR, HADOPI, la CNIAE (il y en a plus de 100 inutiles).",32909,,,,4,UHJvcG9zYWw6NjFkZmViOGItMjA3MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
217,742,"Nommer les gens aux mérites pas par copinage ou promo ""canapé""",33744,,,,0,UHJvcG9zYWw6ZGMxMzc1MDYtMjA4NS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
218,748,"L'état doit contrôler car il ne peut être que le seul garant de la bonne application des lois et réglementation sur l'ensemble du territoire .les élus locaux ont trop d'intérêt  (copinage, favoritisme) sur leur territoire pour décider dans l'intérêt général.",40881,,,,0,UHJvcG9zYWw6YmM2YTMwYzMtMjEzNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
219,749,"Trop de fonctionnaire, trop incompétent, trop payé, retraite injuste par rapport au privé.",41040,,,,0,UHJvcG9zYWw6NzM4M2FmOTAtMjE0MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
220,756,"Le prestige de la France ne passe plus depuis longtemps par le décorum et les réceptions (sauf, peut-être, pour certains chefs d'Etat corrompus).",43561,,,,5,UHJvcG9zYWw6NWYyZGE4YTAtMjE3Mi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
221,763,"Nous ressentons une crise de la représentativité, avec des élus corrompus et carriéristes, sans valeurs morales, déconnectés de notre quotidien, et désintéressés de nos besoins les plus élémentaires.",45475,,,,0,UHJvcG9zYWw6YTllMjdhNzQtMjE4Zi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
222,765,"Elle peut néanmoins être sérieusement améliorée, d'abord en renforçant la responsabilité des agents publics (cad en sanctionnant et en éliminant des services de l’État les agents manifestement incompétents qui abusent de la protection que leur accorde le statut des fonctionnaires et en récompensant mieux ce qui font un effort particulier.",46724,,,,1,UHJvcG9zYWw6ZTAwNWQ3ODMtMjFhYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
223,770,"Travaillant pour l'Etat, je vis au quotidien la lourdeur des procédures, la contrainte RH, la difficulté de faire évoluer des organisations paralysées par des problématiques de personnel (combien de personnels incompétents, inadaptés, ancrés sur un poste pendant des dizaines d'année).",47603,,,,0,UHJvcG9zYWw6YTkxYTJkNDEtMjIwNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
224,774,J’en ai marre de tous ces fonctionnaires incompétents qui ne connaissent pas la loi française et qui sont payés à faire des remarques désobligeantes.,50236,,,,2,UHJvcG9zYWw6OGZjOTgxMDItMjI0MS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
225,775,Beaucoup trop de copinage.,50601,,,,13,UHJvcG9zYWw6OTdkYzJkYzYtMjI0Ni0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
226,777,"beaucoup moins de personnel dans certains services qui ne servent à rien et qui sont incompétents (exemple : pole emploi) donc moins de personnes plus de compétences et moins de privilèges (retraite, jours de carence)",52074,,,,0,UHJvcG9zYWw6MmY4ZGIwZDMtMjI1Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
227,782,"Les administrations ressemblent trop à l'armée mexicaine, il faut virer la moitié de tous ceux qui sortent de l'ENA, science po etc Ils sont trop souvent incompétents et inutiles.",54423,,,,1,UHJvcG9zYWw6M2Y0YWIwZWUtMjJlNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
228,784,"- Faire la chasse aux doublons, aux incompétents, aux comités et commissions consultatives diverses et variées coûteuses et inutiles.",55466,,,,2,UHJvcG9zYWw6Y2Q1MWRhODUtMjMwMi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
229,799,"empétrer dans de la paperasserie et reglement inutile,caduc,voir nocif,tout ça fabriquer par des incompétents,histoire occuper son temp de travail!!",63128,,,,0,UHJvcG9zYWw6NWY1MmZlYzItMjQxMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
230,810,"Trop jacobin: vision abstraite et caricaturale de l'Etat sur son pays / copinage politique dans les décisions Etat-collectivités / Besoin de région forte, maîtresse de leur destin et en capacité financière de mener les actions efficaces",68234,,,,0,UHJvcG9zYWw6YzE0OTZmMTctMjUzOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
231,811,"Organisation trop complexe C'est un ""mammouth"" qui engendre l'inefficacité, lourdeur, compromissions en tout genre, lobbying, nominations par complaisance de gens incompétents , etc.",68467,,,,0,UHJvcG9zYWw6YzIzMjY1MjMtMjU0MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
232,816,L'Etat est complètement corrompu par les divers lobby et ne sert qu' à une caste!,70910,,,,0,UHJvcG9zYWw6MjZlM2Q3ZjktMjU4MC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
233,833,Revoir le mode d'élection des sénateurs qui est plus du copinage qu'une élection démocratique.,78074,,,,3,UHJvcG9zYWw6NDY5NzE3NjYtMjcyOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
234,846,Quel monde inhumain et incompétent !,83027,,,,3,UHJvcG9zYWw6YTQ0MWE4NDMtMjdmZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,inclassable
235,847,"Leur moyen d’expression quelconque doit être fait par les mairies et non des associations qui sont malsaines (électorat, copinage ect)  SYNDICAT  -que les syndicats arrêtent d’être subventionnées et se débrouillent par leurs cotisations d’adhérents.",83992,,,,18,UHJvcG9zYWw6NWUwMzc1ZTItMjg2OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,non dissident
236,850,Nous avons beaucoup trop souvent affaire à des incompétents.,86542,,,,4,UHJvcG9zYWw6MjlhZTVlYzUtMjhiYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
237,867,"Quant à l'administration, nous avons trop souvent affaire à des ""robots"" incompétents pour nous accompagner dans nos démarches.",94686,,,,3,UHJvcG9zYWw6YzU2YmM3NzYtMmFkZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,dissident
238,882,"L'administration MDPH (Aude 11) est incompétente et ne respecte pas sa charte envers les handicapés (psychiques), ils ne sont pas là pour nous aider, mais font tout pour ne rien donner même si les certificats médicaux disent que la pathologie est assez lourde.",102369,,,,0,UHJvcG9zYWw6ZTQ5N2VlYTEtMmQyOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
239,883,"J'ai trop vu des ""experts ou conseillers"" considérer les élus comme incompétents voir ""valeur négligeable"" Retour à des élus qui commandent et des hauts fonctionnaires qui obéissent ou démissionnent La ""complexitude"" est trop souvent le fait de spécialistes qui sont, de cette façon certain d'être les seuls à pouvoir comprendre, conseiller voir interpréter Les lois et les règlement doivent être plus simples claires et compréhensibles par tous, sinon annulés Plus de proximités et moins de ""parisianisme""",102691,,,,1,UHJvcG9zYWw6Zjk1YzZlNWItMmQzNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
240,901,"Il faut plus d'impartialité de la part des élus, arrêter le copinage.",109651,,,,0,UHJvcG9zYWw6NDQ2NTJkMDEtMmY4Zi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
241,918,"Les administrations sont ridiculement inefficaces (horaires, fonctionnaires incompétents, erreurs .",119190,,,,4,UHJvcG9zYWw6ZTUxMmE2MzktMzJkOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
242,936,"Mais encore une fois ces structures sont trop représentatives d'une couleur politique et donc de langue de bois, de favoritisme, de copinage etc.",125081,,,,6,UHJvcG9zYWw6YWRlMjUwY2YtMzQ3MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
243,937,organisation archaïque avec des agents incompétents et désagréables,125483,,,,0,UHJvcG9zYWw6MWM5NmViNDctMzQ4OC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
244,972,La multiplication des refontes de programmes décrétées technocratiquement n'y fera rien et les enseignants ne sont pas des incompétents.,144238,,,,33,UHJvcG9zYWw6ZDhlMjRmZmQtMzlkNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
245,973,les OPCA sont en général incompétentes et ont du mal à financer les formations et ça sera encore pire avec la nouvelle loi !,144346,,,,0,UHJvcG9zYWw6MzYzYjJmNjctMzlkOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
246,1008,Je pense que l'administration est pleine d’incompétents qui profitent d'un système trop gros et complexe et dont ils savent que leur manque de compétence ne leur posera aucune conséquence.,157693,,,,0,UHJvcG9zYWw6Yjc2YjFiYWMtM2Q3ZS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
247,1009,"Il faudrait mieux contrôler et diminuer les dépenses publiques territoriales et emplois dans les collectivité territoriales (mairies communautés de commune, département, région), il y a des doublon, des abus, des façon de faire qui relèvent plus de ""l'entrisme"" du copinage, du ""retour de service rendu"" du ""copinage"".",157935,,,,0,UHJvcG9zYWw6ZTY2Y2I5ZmEtM2Q5Mi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
248,1044,C'est un empilement de gabegie financière et de copinage,170755,,,,0,UHJvcG9zYWw6ZTAzMWRmOTQtNDAwNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
249,1045,Trop d élus payés trop cher et corrompus.,171126,,,,0,UHJvcG9zYWw6ODJlZGE4ZWQtNDAxMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
250,1080,Une vraie usine à gaz rempli de poste inutile de personnes incompétentes.,183496,,,,0,UHJvcG9zYWw6ODY4YjI5N2MtNDI4Mi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
251,1116,"On éviterait ainsi le décrochage d'avec la vie réelle et surtout la collusion, le copinage entre grands patrons, lobby et hommes politiques.",196327,,,,2,UHJvcG9zYWw6Njc3ZDY0ZTktNDM5NC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
252,1152,existante mais incompétente.,213976,,,,0,UHJvcG9zYWw6NTU0ZDk5YmMtNDU5Yi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
253,1188,Tous les détails via le Mail : cecileducan@orange.fr  De conclure que l'administration judiciaire est incompétente dans le traitement des dossiers qui lui sont confiés.,233096,,,,4,UHJvcG9zYWw6NWIxNTZmM2MtNDcxNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,dissident
254,1224,les mécanismes d'avancement dans l'administration amènes à des postes importants et potentiellement sources de dysfonctionnement majeur des personnes incompétentes et non soumis à ces contraintes réelles de résultats.,251199,,,,4,UHJvcG9zYWw6NjY2Y2I1NGQtNDhmNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,non dissident
